y	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45
0	0.847563467264421	3.79405001955164	10.3980720915886	-9.09286045585801	14.6867673877002	-3.53676699191992	9.41051872710306	-1.98292617988494	2.30412585346665	2.24000550114165	6.92665214584936	4.68696016877781	-0.105597304069315	-5.2168817299884	-8.89758490241996	12.8416374855697	-1.23912958693243	-4.60545902399836	12.5916007263633	12.1477993865272	8.35063707826875	3.10338631562801	17.5488385011227	2.60700753215737	-5.48509802783096	-1.42379196529396	-2.07584623089955	9.93672252531008	13.8181723546993	-18.2631037906779	9.16214475104292	-5.79472896460239	16.5663493466702	-4.43018885909915	-4.07760584705424	3.57324064453693	-13.1994356992006	-6.3975695280192	-8.90709204058375	2.40478095250252	-4.34827998982185	-5.63258282070115	-11.2701026672106	2.89219743589988	12.1581354038252
1	2.26460338599548	2.22162966649839	-2.28391172070199	-4.17579542521858	12.4859478384215	-19.297468433426	-9.20861185147351	-3.86425498861181	-21.0615551500682	-1.40535486224391	7.91933331471387	1.99730675829726	-0.0225030575107206	2.94085486912989	4.9050891847261	3.75488699396855	4.17453484188908	2.47153672196275	18.0539831189451	1.19116432059084	-12.1320639748592	-10.1807392716723	-10.4016851313438	0.229512224946248	17.157281723833	7.0966058035524	11.727213835649	-4.67023098197784	-3.32482927556937	-11.0203678557843	-2.32528266244195	-0.530074148960716	19.5706048041101	-2.50427865326729	-7.84759140871973	-0.992078328222918	2.97338461705834	5.66910753295463	2.93853136062344	-0.441720255025079	2.20954986016101	-5.91521002207183	-10.9377316169767	-5.43270642117587	-10.7768335631276
1	4.32556498144622	9.11175366126624	5.73245587555067	8.53261603490476	-13.8472265992918	-7.60621543040077	4.24750193651025	13.0405122206768	-2.61197901412524	1.25865503909844	8.85409340433964	13.2413767382494	-19.9901289851885	8.67995889848581	-2.82921815577301	8.80411581413789	-5.46025285053443	7.60822105062594	17.7228804088863	3.79896933633434	-9.51874427203639	0.112902318000613	0.274219195700882	-15.9601053487092	3.58083340951892	14.2270033298246	6.34075236227664	3.27723272421437	1.04024622965938	-12.2153453428926	-14.5143683611114	3.56001203382198	9.698802055733	12.3808331781125	0.762485210241983	1.09040610383779	3.2802118664976	6.62032774206567	-0.820095069034703	12.3647219276953	8.16705829558127	-8.71832040143422	1.16725501794405	-0.638579524671818	-1.43650721474299
1	5.58065235974298	-11.9379376700687	7.31313720053604	10.8015028913391	0.516150691932014	23.3743129630782	-23.8671457193482	-14.552833557074	19.4243349864917	-1.50530845151895	8.6476230831688	0.125718194713454	1.28258711334716	0.634339664595712	0.344109297651673	-14.3574772221346	-10.8275315883847	-3.15582936629342	5.31875171039291	-3.14713955078668	-15.8750118461836	-11.7117742357831	10.6284444412267	-8.21247292820951	10.5347089474659	8.94189908611	8.30408370987799	-0.556024075020293	6.68780929806022	12.364575616686	-4.45423767849071	4.30291016956311	3.19593496261655	-4.11969758647873	-4.57150649478411	-13.0409409013847	4.10004903626978	17.1761217772542	-6.16851985821092	12.5292351796101	-7.58018335110107	2.15620387940387	-20.9500344289516	9.8449892548464	3.02652744554153
0	0.597552673669097	-6.69907357658707	-5.67473865636323	-1.20098785332165	0.170679486733041	-20.6693133699024	-5.07675887024003	0.643688382350543	-1.72902321080879	-2.53015308017335	-8.51233792138203	-8.57549344306136	-0.414413895234139	-9.09199021947517	-9.2574083290356	-7.78382010221753	21.8705465664994	-4.17994460380583	3.5174577202461	-5.00826134049824	-0.94728500349049	-1.42951301718882	0.811916449191047	-1.22406745457293	0.873186931187618	-7.48703716492727	19.2272255411403	-6.56620002821212	-0.242354001614269	2.5194853849532	13.7982513003041	14.1333075361571	8.24629388646972	5.58290341773991	1.9551881234985	-9.19286353936739	-5.46179343436435	-14.3027081922324	13.320322159141	-6.05574053038502	3.67244802040095	-9.06288387415912	3.67650283089781	-2.97641629576429	-1.66279730461051
1	-1.14640866544344	-11.7897525198279	-7.71619162759178	-3.80768958401696	-29.1899376028078	-10.4015073006798	-11.1901006099474	15.4834412822985	-0.946736682392564	7.57394998298612	1.54717400940371	-2.98041770774216	6.0084330709453	-20.8078803368328	-8.21368335501725	7.49976709969031	-4.48849852783379	5.58803202049535	-14.4415963911857	-4.95520768933036	5.50210223780133	6.03242518196117	-12.6357669795757	-6.77013672043598	-1.67708687059157	-0.735463676696468	1.50232017921778	-8.89284942819289	-6.55080007145081	4.79459243883581	5.13422687835027	-5.80878418380951	17.3479445308204	14.5375141670335	-0.748237675052646	16.7505096593704	-8.7927136987915	15.1001123826339	8.19437979493971	4.44184062850533	3.79329399670444	-10.074757840846	6.2663361748112	-9.25232449185168	5.52250097410107
0	-10.2057834608166	-22.3056406639681	2.76690021542597	3.4234042141979	-13.1257912304988	2.96033496043879	-0.486390130088601	-0.361137060857016	1.04424103583883	-13.966563485492	-13.1778096930286	4.70123757000101	-0.615883188905857	-13.7798534051591	-3.61948003999722	20.8794722006801	-1.31605975489816	8.08963468334807	-7.93834684782826	-1.42934435261351	-7.04480744574844	-2.17133935485935	2.84491669226864	-1.1615803868672	5.06066811846343	-0.249257948780718	6.67077580340698	-5.98583596711732	-5.84498788773338	1.2177545875538	-0.843501029378169	2.60280831485673	9.14594370998598	1.34820914108446	-10.2753555337153	20.9789646929006	12.0302043080711	14.8475470178305	17.8678423944002	-24.4939934550682	-8.8409509513128	-5.93556629793814	-5.85739689499282	-4.53504622862434	20.3925383556258
0	-2.97051301683529	-0.98236478582465	-3.98243447329554	6.28903108374754	-7.80751228319637	-3.84801697415139	4.11288134548436	-0.75727157280967	-17.6124841576452	5.42804206113861	1.20203462204794	1.41942713986332	-16.9441514410629	2.78481794848417	-3.31341847428035	-16.4411165934155	7.8490549823355	-3.98580651821876	7.75331664900393	13.6860414765512	2.35700359319111	6.58526807350266	-0.861468127689003	-13.1383881396058	6.70490631174274	-7.89260957071611	-7.77447477599921	-0.859587047423774	-0.824740905034362	16.0710131839314	-5.89226052336965	1.87100357490447	-12.7223382669021	-0.773788379391682	17.5044255184753	-0.0165862978076233	-0.608755663711086	-4.10189287191892	12.081439209507	-19.5980337309424	8.81562394551661	-7.12607956336652	3.4183659127781	1.99906882535874	2.02429260869053
0	1.68150027111636	7.75967074942018	12.2714483003458	26.2592038524147	-2.18924530543334	-3.07339688090502	-9.56737922458423	-5.5322423302154	5.00390583387324	-11.7333103215344	1.49549951150272	-14.4534550578232	-8.66304863005577	-2.49319140953063	-9.59055263768644	-1.61630402272221	5.9839655522276	1.50009008817619	-3.10359175205875	-0.840097386763136	-4.66058333403389	-5.71325207685018	-1.41113700442035	-6.0743685619603	-7.12703381489614	4.7978141521348	-11.8009497850213	-1.18216130458433	12.6416153976403	6.98582904219361	-5.86954581297551	0.6439039639722	2.29435318569777	5.42130771980718	-2.48333549440806	14.6924717334825	6.69619109223989	5.90111097660219	-0.0042023264768926	24.8574865401113	11.8856573474338	9.03711495042134	-11.48119378694	0.683506419904065	17.8531267592389
1	14.1987232503558	-0.814319184095231	-23.1690402090497	-24.0035280580681	8.06267414037171	10.2250847660131	2.8174423473388	-9.06810353251472	-8.19439396546374	-6.8319461836271	-6.60787824715331	-10.3096072225997	-2.29601568120729	-16.0541005780137	5.49346702495121	20.851764639126	-5.52568217519329	-10.1100086913649	-8.43454488193094	-15.7099752104325	3.75475873914585	-6.04039151182841	-1.77462289457726	-10.8938948495119	-3.12389929315646	6.56061672531072	15.7459601369229	2.49612140092587	-3.04340739902516	9.03909345861551	13.3984470499863	-1.51011388113973	5.4881118866989	-7.86314719823658	-14.5172874292484	-8.95996258867557	16.4996220941588	-13.7434616462605	1.69909793552623	-1.08743581367359	-7.85915410748383	-3.80968034058981	-14.2688079933888	0.981898394825774	15.0715445244058
